Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.03,673,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.06,709,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.09,747,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.12,701,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.03,655,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.06,709,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.09,809,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.12,744,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.06,620,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.09,729,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.09,690,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.12,661,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2022.06,719,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2010.06,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2011.12,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.09,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.12,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.03,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.12,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2016.03,3,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2021.09,1523,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2022.09,1866,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2016.06,2228,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2016.09,2396,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2018.09,2426,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2020.03,2404,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2020.06,1496,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2020.09,1742,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide equivalents,2021.03,1756,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2010.12,186,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2011.03,188,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2011.06,189,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2012.12,192,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2013.03,188,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2013.06,185,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2018.06,161,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.03,34,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.06,34,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.06,40,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.12,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.06,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.09,45,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.03,9835,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.09,7556,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.12,9328,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.03,10013,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.06,7141,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.09,7567,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.03,9930,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.06,7035,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.09,7479,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.12,9442,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.03,9783,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.06,6935,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.09,7375,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.12,8926,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.03,9515,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.03,7343,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.06,7878,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.06,7293,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.12,5968,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.03,6299,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.06,6008,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.09,6712,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.12,18941,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.09,17230,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.06,15119,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2023.03,362,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2023.06,363,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2023.09,365,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2010.03,1842,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.12,1986,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.03,1965,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.06,1821,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.09,1977,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.12,1988,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.09,2013,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.12,1956,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.03,1893,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.06,1777,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.09,1975,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2010.03,9869,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.09,7591,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.12,9509,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.03,10115,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.06,7178,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2015.03,9964,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2022.03,9696,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.06,379,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.09,390,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.06,1798,Actual,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.09,1995,Actual,Kilotonnes,Carbon dioxide equivalents
